Review,
 Giulia who checked me in very helpful as were all the other staff The room was outstanding and had lots of extra equipment like a microwave and coffee machine ,1
 The location is good but you would expect that for this sort of money anyway ,1
 The room was spacious and very comfortable The choice for the breakfast was amazing ,1
 Lovely clean room fantastic location which is why we book here very good for the tube clipper to reach all the attractions London has to offer Usually had a great experience but didn t match previous visits here this one was our third ,1
 We had an excellent stay at Park Plaza County Hall Reception and concierge staff were very polite and helpful We will definately try to stay here on our next break in London ,1
 I liked the friendly staff warm welcome and beautiful clean rooms,1
 The hotel room was beautiful nice and clean and felt homely Staff were friendly and was easily laid out so could find everything wish we had more time to get the full use of what they had to offer because it sounded amazing ,1
 The Area and staff are very good,1
 Good quality breakfast Good sized studio room for family Friendly staff Clean room Clean hotel Close to tube and all south bank amenities ,1
 Location,1
 Location is great staff were great,1
 Hmmm the bed was nice and clean,1
 Helpful check in staff at Reception ,1
 I like the location and the look Of hotel the facilities are nice and the decor is of good quality ,1
 good size room and even though I did not use it I liked that there was a kitchen area with a microwave ,1
 The family rooms are large and comfortable Hotel convenient for London Eye and Aquarium ,1
 Great location close to the London Eye right next to Waterloo station Family room was a good set up with different sleeping areas for us and the kids and kitchenette was useful Overall a really good stay ,1
 The breakfast was super delicious the layout of the room was spot on ,1
 Nice comfy room great staff at reception,1
 Lovely location and hotel really nice and comfortable,1
 Hotel was absolutely perfect Concierge staff were fantastic as were front desk which made check in out a breeze We requested a room with a view as it was a special occasion and we had an amazing view with complimentary wine ,1
 On a whole our time spent at this hotel was brilliant The hotel it s self is beautiful and the staff especially the room service team are amazing friendly and helpful We will definitely return again ,1
 Breakfast the chef spent to much time tallkiing I waited 20 minutes for an egg and there was only 1 person in front of me this is the wrong system for eggs and omelettes he only did 1 person at a time when he could have put 8 eggs on at the same time kept 4 people happy,1
 It was my son s birthday and staff left a card complimentary snacks and drinks etc Kids pack was also great with euros for them to spend in treats ,1
 Good personel and smiling faces ,1
 Location was good ,1
 Location,1
 Upgraded to penthouse room amazing view from extra large balcony and quiet double windows with foot gap Sauna steam room gym very good and easy to access 7 30am 10 30pm Very good location for London Eye etc Generous and varied supply of complimentary toiletries refreshments in room ,1
 The location of this hotel is second to none perfectly situated The bed was incredibly comfy the view was amazing and the staff were exceptionallly helpful Very clean tidy and all round brilliant hotel with amazing customer service ,1
 Pillows very comfortable TV easy to work View from room 1231 excellent Very good breakfast nice to have own pot of tea and coffee Great to have a bath supplied as well as shower ,1
 Staff friendly and good location next to Waterloo station ,1
 Room was very spacious and we were upgraded free of charge so room included private lounge and Kitchenette Location was perfect to access all main attractions and easy access to Waterloo,1
 Great family room studio apartment for my husband and I and our 12 year old grandson he was very happy with the room the TV and the great view,1
 Helpfulness of the staff and the little extras they provided for our childrens birthdays like free ice cream birthday cake drinks sweets and balloons ,1
 Good location ,1
 Amenities are great Big ben and Westminster Abbey are within 10 mins walk ,1
 Room was clean Staff were friendly and keen to help Nicely situated close to main attractions Breakfast was good with a range of foods to select from ,1
 The staff were extremely professional friendly and helpful ,1
 Great location close to the Westminster Tube and Waterloo stations ,1
 We had an unfortunate situation my mother in law fell at the London Eye area and fracture her hip had a surgery at St Thomas Hospital it was very close walking distance to the hospital and it was perfect The Park Plaza Hotel was the perfect selection We enjoy a lot our stay despite that situation,1
 Stunning hotel in the perfect location staff excellent and so accommodating upon arrival was greeted by a magnificent entrance when we need a cab we were helped immediately,1
 Location is excellent across the river from Big Ben and parliament ,1
 Great location spacious and well appointed room ,1
 Before my stay there customer services were very helpful The view from our room was amazing ,1
 location and staff,1
 Bed was comfy service was excellent staff accommodating and informative room cleaning excellent attention to detail good etc,1
 The bed was comfy and the breakfast was good ,1
 The comfortable beds spacious studio room were excellent Bathroom kitchen facilities were handy too overall a great second stay ,1
 All the staff we interacted with were excellent Really friendly and helpful Delighted to be given an upgrade to a lovely Penthouse Suite ,1
 Check in staff member was extremely helpful and friendly Helped to sort out my mistake of booking that day arriving by train a few hours later to find i had booked for a week later Helped with sorting out a room with a view of London Eye Big Ben as it wasnt available on booking com website ,1
 The location We also upgraded to a suite at an additional cost which was nice and spacious for three adults ,1
 When we arrived we mentioned it was our daughters 3rd bday and they upgraded us to the penthouse immediately just because and when we got to the room there was a birthday message on the window a card and balloons in the room it made our weekend this penthouse has the best views of London I have ever seen best room we ve ever stayed in by far Sadly our 3 year old got sick and we had to stay an extra night and the hotel were able to move us into another room straight away sadly she was sick on the covers and we asked for new sheets whilst apologising the staff were more than understanding and kind to us and we can t thank the hotel enough the staff were incomparable ,1
 1 Decent room considering the price 2 Room has microwave silverware and Nespresso machine 2 Good location close to Waterloo,1
 Location Laundry,1
 Location was excellent for London sights and Theatre land Rooms were well kitted out and bed was big and comfortable ,1
 The staff are friendly and the location on the South Bank is great ,1
 The food was excellent and staff we helpful room wasn t ready when i arrived 2 hours later than supposed to be but was offered free drink x 2 to make up for it ,1
 Bed was comfortable staff was extremely courteous room cleaning was superb location is great I also loved having kitchen facilities in the room ,1
 Right in the city centre short walking distances to attractions ,1
 Breakfast was very good esp since there was soy milk and gluten free cereal Kitchenette in room was an added bonus Staff very friendly and helpful,1
 Everything The rooms are as what they publish My son loves sataying in this hotel Thisbis probably our third time staying here The staff and the facilities are great for a small family We were checked into our room 20 mins after check in time but they made it up with a bottle of complimentary red wine which we enjoyed that night Would always recommend this hotel to friends and family ,1
 Comfy bed Very quiet Floor to ceiling windows made a small room light Outlook onto County Hall roundabout strangely great Housekeeping v prompt Perfect for a short stay,1
 We got a free upgrade to penthouse which was amazing Looking onto London eye was my daughter s 18th so made it more special staff were lovely and very helpful ,1
 The bed was comfortable beautiful shower room and bath with Elemis products Tea and coffee making facilities in room ,1
 Great location and late check out was good ,1
 loved the location and the room and view was to die for great value for money will defo be back ,1
 The chap that checked us in was very friendly and helpful,1
 The location is ideal for tourists visiting the london eye and westminster,1
 Fantastic location Nice modern rooms Very helpful staff ,1
 We love the Park Plaza County Hall because it is so convenient to everything London It is close to Parliament Westminster Abbey and the Eye We love the close pubs and restaurants The train station is two blocks away ,1
 The beds and pillows were comfortable Tea and coffee facilities in room ,1
 View was exceptional,1
 Overall we had a very good experience The location is quite good 2 min walk from the London eye across the bridge from Big Ben it is very clean and comfortable The staff is very friendly and helpful They literally saved our trip see the cons part Bottom line Very good experience,1
 Well promoted Looked ideal as our chosen location for watching NYE London fireworks Short walk from Waterloo Station ,1
 Perfect location a few walking minutes away from London Eye super friendly and competent staff amazing massage good food definitely worth a stay ,1
 Good location friendly staff ,1
 Location,1
 Location was great for London Eye etc Good sized room Kitchen facility and view great Staff friendly and nothing too much bother Food in the restaurant was nice when we went for dinner and waiting staff particularly good Would definitely return ,1
 Not much to like,1
 hotel is in a great location for london eye and southbank rooms are well designed but bed a little hard Hotel staff set up sofa bed for our kids to share which was a nice touch Breakfast was really good too would definitely stay again ,1
 Plenty of room with seprate lounge are where the children slept The children were given money to get drinks ice cream and chocolate from the bar area ,1
 The mini kitchen bar,1
 We love the staff They are always kind and helpful Also we love the location We feel we can go anywhere we want in London from this location ,1
 Good location very clean and nest facility ,1
 I really liked the studio king room plenty of space for a family of four Really clean benefitting from a kitchen area with kettle microwave cups and plates etc I like the fact there was a shower and bathtub ,1
 The service was excellent The breakfast was good fresh and plentiful ,1
 Good clean and comfortable rooms Great location ,1
 Good location and valet parking,1
 The staff went out of their way to help by giving us an upgrade to a room with a view ,1
 The staff were attentive professional and so happy Especially Valentina and Atila I hope I remembered their names correctly The Christmas decorating was beautiful ,1
 Loved this hotel great location close to the Westminster Bridge and overlooking Big Ben and the Houses of Parlament Very central location for a London base ,1
 Beds very comfy staff very friendly and helpful,1
 Excellent breakfast I was very pleased to get Eggs Bennedict Excellent Italian food for lunch Lovely suite Friendly helpful staff ,1
 bed was amazing great nights sleep Warm room quiet and clean Shower fab Julia at front desk was extremely helpful kind Foyer is welcoming but waiting to be seen at checking in was very hit miss hard to know where to stand ,1
 Great location spacious studio room with a fab view of the London Eye an unexpected bonus ,1
 staff happy to help very friendly ,1
 Very friendly and helpful staff very comfortable and quiet room ,1
 The staff was very friendly Cesar at the door arranged for a topper mattress for the sofabed When we got back to the room later all had been taken care of The studio had a little kitchen glasses and cups nice for making a cup of tea in the morning and for a drink at night The location was great close to the London Eye Starbucks and Waterloo Station was only a 12 minute walk ,1
 We booked this last minute and were not disappointed Excellent location and nicely appointed rooms kids packs were a nice touch and housekeeping delivered extra conditioner within 3 minutes when requested ,1
 Good check in ,1
 Quiet room slept very well ,1
 Staff are always lovely cannot do enough to help ,1
 Smart room really nice,1
 Useful things in the room iron ironing board microwave kettle a whole set of crockery for 4 Hairdryer safe and fridge The most amazing view of the city especially at night Fabulous breakfast,1
 We visited to celebrate my mother s birthday I emailed the hotel beforehand about this and was delighted to find my mother had been upgraded to a suite with great views over Waterloo and the Shard There was also a card a bottle of red wine and some chocolates in her room to mark the occasion The reception staff were exceptionally friendly and helpful and there were plenty of staff around in the dining room at breakfast to clear tables etc The location of the hotel is excellent We caught the river boat from Westminster Pier just across the river to Greenwich which was a really relaxing way to travel Also visited the View from the Shard which is 2 tube stops away There are plenty of restaurants nearby Thank you very much to the hotel staff for a great stay ,1
 I liked everything how the staff are welcoming and make you feel like home with their lovely spirit i like the location the pent house is amazing,1
 Comfy duvet spacious studio Ideal for up to 4 adults great view of the London eye and a special message on the window written for my birthday wishes and a bottle of wine balloons Front reception staff were very welcoming and professional ,1
 The whole place including staff were so extremely lovely and helpful and just generally amazing There isn t one thing I can say against the place Brilliant ,1
 Good location a neat and tidy hotel Friendly staff Room comfortable but could be much better Italian restaurant good value ,1
 It was perfectly located in the heart of the capital Room was compact and clean ,1
 Free upgrade given to a junior suite on arrival Junior suite had all necessary facilities and more as well as amazing view of London eye from the bedroom and living area Staff could not do enough to help you Breakfast was very good and catered for all tastes ,1
 Everything looked very nice and clean close to London Eye nice for couples,1
 The staff are exceedingly lazy rude Telling us that if we wanted a cup of hot water then to go to our room and boil the kettle ,1
 Pillows were superb and the room was quiet Also the location in excellent ,1
 The staff were all so friendly and helpful The room service menu was delicious with excellent range of items and speedy service The room itself was modern clean quiet and had stunning views of London ,1
 One of the two beds was comfy Nice view ,1
 Staff friendly and helpful nice room liked the kitchenette got upgraded to studio great location Clean ,1
 Rooms was modern and clean ,1
 I liked how they took care of me I got surprised as well as they have upgraded my room to executive room with a surprise wine for my birthday That s sweet,1
 Comfortable bed great view staff prompt with requests but not cheerful Breakfast had a wide variety cooked pastries fruit cereal toast etc Good facilities in the room coffee tea bath robe kettle crockery etc,1
 The breakfast that was included was a full English buffet and was really good The location was absolutely fabulous close to Parliament the London Eye Westminster Abbey and Waterloo Station Not a cheap hotel but for where it is and the fact that it fit a family of four into one comfortable room a rarity in Europe the value is amazing ,1
 Reception and concierge staff very efficient and friendly Got a free room upgrade much appreciated Studio room 1108 was superb what a view Fantastic in room facilities and very comfortable ,1
 We like this hotel have stayed before and I expect we will do again The rooms are good and very well equipped,1
 Was Very Busy when we arrived but the staff were very friendly and dealt with us efficiently Room was clean and tidy No complaints whatsoever Great Location,1
 Location Location Location You can not beat this location if you are traveling with kids We were steps away from the London Eye and enough children activities to consume a full day When tired we easily walked back to the hotel The next day we were within walking distance to the waterloo train station all of the hop on hop buses stopped near by and the city buses ran through the night with stops very close to the hotel At the end of a long day it was great to lay in bed with BIg Ben and the London Eye as my view No need for an alarm clock Just look up and Big Ben was close enough to tell you the time Can t wait to stay here again ,1
 Location was very good Room and bathroom very clean Proper coat hangers,1
 Loved our room it was fantastic the only thing that let it down is it was facing over a railway line and buildings so the view was a bit rubbish but that wasnt a majour issue The lady on the desk Francessca i think she was called such a lovely lady and the only staff member apart from the bar staff that genuinely made us feel welcome ,1
 A lovely hotel with friendly helpful staff They went out of their way to stop a light flashing on the phone beside the bed which would have lit up the room every minute otherwise ,1
 The room was perfect good facilities just right amount of space for a family of 4 Lovely and clean and comfy beds too ,1
 Really comfy bed room was lovely view rubbish but very quiet so we all slept well ,1
 The staff were very friendly and room service was very good even though we couldn t eat everything Overall a very nice hotel with excellent views and the price is justified and having been ill for a long time this was a welcome relief and fantastic time was had by all We stopped in a Exc Suite with a City View we woke up to views of The Shard very well worth the money I m glad I paid a bit more but as three of us were travelling splitting this down meant we each paid 80 for one night ,1
 Hotel is very central We had a room with a view of Big Ben and the London Eye Lovely bar area and decent food We went for our anniversary and the staff made a real fuss of us they d left us a bottle of wine and a card in the room when we arrived ,1
 Very clear and modern and the location is great next to Waterloo and South Bank The breakfast is great as well ,1
 I was really pleased with the service the staff were really friendly I also wasn t expecting such a massive room,1
 The bed was very comfortable the room was quiet and breakfast was available nice and early Spacious room and good facilities kettle fridge even a microwave and crockery ,1
 Loved the location Staff were excellent proffessioal yet very friendly Would especially like to thank Anna at reception for organising a little something special for my husbands 40th Made our weekend Thank you ,1
 This location is excellent for families and travel It was very easy to get on the Underground as well as walk right across Westminster Bridge and to all the sights The food was excellent The wait staff was very attentive both for breakfast and for dinner ,1
 loved the d cor cleanliness and ambience,1
 Hotel staff location and breakfast all fantastic Thank you park plaza for a wonderful stay I m very fussy when staying in hotels and this hotel didn t let me down on anything Really quiet in the bedroom and a wide range of different clients who all apprared comfortable Will definitely use this hotel again ,1
 Staff very friendly,1
 Used it as a Crash pad for a night while on business Front of House was efficient and helpful Twin room slept well room felt modern and well equiped Room was quiet with window internal to hotel Courtyard ,1
 I love to stay at this hotel Staff know me now and are always polite,1
 Fabulous room with a view of the London Eye Room and bathroom very spacious with everything we needed Given a gift of a bottle of wine as it was a special occasion collecting an award Breakfast was plentiful and excellent quality Staff especially Magda were lovely and attentive Highly recommended and will visit again ,1
 Spacious room good facilities and excellent bed ,1
 Very helpful polite and friendly staff Was my husband s birthday so they left a card wine soft drinks and popcorn for the children ,1
 Location was perfect ,1
 The rooms are nice with good views up high,1
 The room wasn t ready so free drinks voucher were given and you could leave you luggage once you d checked out ,1
 We were upgraded to a Penthouse Suite very swish would like to have had more time to enjoy the comfort,1
 Noiseless location,1
 Actually not a single thing ,1
 The staff were extremely helpful and cheerful from the moment we arrived and were helped with our luggage which was even taken to our room while we checked in ,1
 Location great and staff friendly and helpful ,1
 Staff were friendly efficient helpful,1
 The pillowsand duvets were perfect,1
 The room was very nice but not much space around beds to move around with four in the room We had a fantastic view of the the London eye but not much of the city from the 6th floor The staff were very friendly and helpful A great hotel that treated children warmly as guests It was very crowded in the breakfast area and they opened up the bar area to serve as many guests as they could The mini bar area with extra sink was very nice as was the very clean bathroom with a defogging mirror ,1
 I liked the location the bed was comftable,1
 Location is great close to the main attractions e g london eye etc ,1
 The location,1
 It was in a good location with a easy easy reach of the train Station ,1
 The room has a great view London eye very good space nice bath large TV in the living room medium one in the bed room and very useful kitchen kit Small but very beneficial ,1
 Nice room overlooking the London Eye Handy little kitchen Nice size shower Food tasted great Activities organized by the staff for children over the week end Security guards watching the entrance and requesting to show room cards to take the lift ,1
 I had booked a suite and requested a room with a nice view as the trip was for my boyfriends birthday and got a fabulous big suite with AMAZING views of the London Eye Big Ben The Houses of Parliament And also they provided a complimentary bottle of red wine and a card which was a lovely touch Bathroom was lovely with a great large walk in shower The hotel bar was also great which serves food until late if you fancy a late bite with a few drinks Breakfast was also great with a lovely variety of dishes and a perfect start to 3 busy days Definitely would stay here again as it made the mini break extra special ,1
 The staff was very accommodating and tried to help make my stay pleasant ,1
 Great views from our Penthouse which had a separate living room and wrap around balcony Easy walk to the Southbank and across the river on a choice of three bridges ,1
 I stayed with my wife and 3 kids in an excutive suite The hotel is in a great location near London s famous attractions Very clean and modern Also food was very nice and the room was very well designed ,1
 Room was very clean and the sofa bed made up on arrival Very pleasant front of house staff allowed us to store our bags until we could check in as we were early Requested extra duvet and pillows no problem Liked the monopoly money the children could exchange for items nice touch ,1
 Stayed in a family suite during half term perfect as the two areas meant we were separated from our kids by the bathroom Great view of the County Hall and London Eye Staff very friendly and welcoming Location is just fantastic and the breakfast was fab too ,1
 Family room was brilliant small kitchenette with microwave 4 x plates bowls cutlery mugs Tiny fridge but enough for mlk and a few supplies Perfect for making snacks for the children Sound proofing excellent ,1
 We arrived at 8 30am and the staff offered us an option for a room right away which was reasonable and allowed us to clean up before hitting the sights in London Great Although the view was far from good it didn t matter to us since we were leaving however NOT sure they should have charged us extra given the view I think if you are going to charge an extra 30 pounds for early access then for the money something should be provided like a view But we greatly appreciated having a room to store our stuff and clean up after such a long flight from US ,1
 Courtney on the front desk was excellent The rooms were very well furnished big and clean The shower was superb A kitchen area was a welcome plus The hotel catered for food allergies The hotel was close to Waterloo station near Westminster Bridge and the London Eye London Dungeons Sea Life ,1
 The staff were nice it was clean and the facilities were good ,1
 Comfortable rooms Excellent location Friendly helpful staff ,1
 Studio apartment was great location brilliant for all nearby attractions and waterloo station Staff in the bar Angela and Georgia were very professional and friendly ,1
 This was our second time staying at this hotel and we love it It s so central with a great family room set up And the view of the Eye always makes me happy This time there was a mistake on a room service food order but it was quickly remedied and the charge removed ,1
 great hotel amazing location i will go back to this hotel on my next trip to london there is a security gard at night wich is very good,1
 Very comfortable room and easy check in and lovely staff ,1
 Great location and service Friendly helpful staff We arrived early and as our room was ready we could check in early which meant we could get on with the rest of our day ,1
 The view was amazing from our room and all the elemis goodies in the bathroom was a lovely surprise excellent location friendly staff can t wait to come back ,1
 staff were helpful on arrival and at the main desk,1
 Breakfast selection was good Nice room and free upgrade to a studio apartment room ,1
 Comfy beds very clean tea making facilities and microwave in bedroom,1
 location size of room was good Staff were very cooperative and friendly Very convenient to many attractions and waterloo station Microwave and small fridge were welcome,1
 The staff were very helpful and the overall facilities were excellent ,1
 Hotel was nice room was terrible,1
 The staff was really friendly and helped me in every way possible Also my room was clean and the location of the hotel couldn t have been better ,1
 Location was excellent could walk to many tourist destinations Staff was helpful and polite Restaurant was convenient with delicious food ,1
 The staff were nice and friendly,1
 Breakfast was good and Eden who assisted us at breakfast was very friendly,1
 Fabulous hotel family room was spacious and comfortable From start to finish this hotel ticked all the boxes Location was fantastic too ,1
 The location,1
 The bed was comfy breakfast buffet was good enough and location was close to Westminster which is tourist hub ,1
 We loved the size of the bedroom the bathroom was also lovely Great roomy shower too ,1
 Great location and value for money Stayed her for our anniversary visit to the big smoke When arrived discovered there was a bottle of wine in the room as well as petals on the bed which made our 25th Anniversary even more special,1
 I like that the room has a small kitchen in it very convenient Staffs especially concierges are very helpful Great location near everything ,1
 the location was good ,1
 Very nice hotel in a great location very clean staff very pleasant ,1
 Ideal location not far away from various London tourist attractions Nice and clean rooms with amply sufficient space ,1
 Excellent property no matter what the reason your stay in London If you wanted to be close to many of the tourist sites this is the place The life of the city This is the place And in walking distance ,1
 Hotel Management promptly reached out to me after reaching out to them to voice my concerns with my Park Plaza experience They were apologetic and quickly spoke to the departments that I had experienced sub par hotel service to try and address any issues Hotel Management also was very generous in their offer for compensation to compensate for my poor experience even though I declined any compensation I was very pleased with their desire to correct my issues to be consistent with standard Park Plaza experiences After speaking with Hotel Management I feel more comfortable with the possibility of returning to Park Plaza ,1
 Helpful staff very comfortable bed excellent food in the restaurant and very quiet given the location ,1
 The location was the main reason for the choice of this hotel close to all the activities we had planned and choice of parking Room facilities were great didn t eat so can t comment front desk staff housekeepers were all excellent ,1
 Nearly everything ,1
 Great location close to Waterloo and then an easy and comfortable walk via Westminster Whitehall to the West End very enjoyable ,1
 The staff were extremely helpful they upgraded my room for free which had the view of the London eye they also left a bottle of wine and a birthday card for my partner The room was luxurious and had lovely elemis shower gels and body lotions in the bathroom I had an amazing stay and would definitely book there again,1
 The whole experiance that I don t need to interact with the staff,1
 The breakfast was the hit very nice and worthwhile and the Italian Restaurant is worth a try The beds and room we very comfortable and had a lot of space in for two People room no 723 We slept very well no noise from outside traffic Very pleasant place to stay with Family and tube Station very Close Very helpfull and friendly staff ,1
 Location is great,1
 Location is superb,1
 The location was perfect within walking distance of the London Eye Westminster Abbey Big Ben and the Thame River There are many cute restaurants close by ,1
 Staff went above and beyond what was expected The situation of the Hotel was very central both to attractions and transport The Italian restaurant food was delicious ,1
 There was a small microwave sink dishes and refrigerator in the room,1
 The bed was excellent as was the Italian restaurant ,1
 Comfortable room big clean and equipped with basics for a quick dinner if not wanting to go outside,1
 Location room was good microwave handy as well as a small cooler space Staff were helpful and friendly ,1
 Location is excellent ,1
 Room extremely small so upgraded then upgraded again because we were so disappointed So the money we did end up spending could have been spent on a much nicer hotel Room was freezing cold and took a very long time to heat up Room felt commercial and not what expected Bed was small always looked forward to the big bed in lovely hotels but not this one Sorry but I wouldn t recommend On the plus side the view was good ,1
 Room size was excellent Upgraded to the City view Worth every penny to see the sun coming up over London Will definitely return Check in was seamless although many people checking out Dealt with straight away ,1
 Nice hotel very clean and staff friendly plenty of choice for breakfast Attractions are within walking distance and if you did need to get a taxi the park plaza opposite has a taxi rank with plenty of taxis waiting our hotel room had a kitchenette with microwave which was great as we have a toddler so was easy to warm her food and milk for the evening Overall our stay was very pleasant and we would recommend ,1
 Great location,1
 very friendly and cooperative staff very good breakfast nice bar nice room located very closely to Waterloo Station Big Ben Westminster Abbey and Buckingham Palace,1
 The location was great for all the activities we wanted to do The milk and cookies bed time treat was also just right for my son and me ,1
 2 min walk to london eye Westminster south bank waterloo station Had a lovely room which accommodated us as a family of 3 perfectly Breakfast was great too ,1
 Room was comfy Breakfast was good ,1
 Very friendly staff and family friendly as described Lovely room with view of the London Eye Nice restaurant Location is great ideal for exploring the sights of Westminster the South Bank beyond and easy access to other areas ,1
 Location and views could not be beaten,1
 The rooms were very nice and the bed was very comfy The kitchen facilities in the room were an added bonus ,1
 The breakfast layout was shambolic The food under cooked meat Staff wandering around not knowing what to do All in all breakfast experience very poor ,1
 Great location and views Kind of a roundabout walk to get into Waterloo station but very easy to walk to Queens Walk and cross over the Thames to Westminster ,1
 Great location modern looking hotel staff was very nice Marianna remember who I was the next day when my key card didn t work ,1
 The suite was excellent for our short stay with family and staff were very helpful and friendly Hotel was in an excellent location and hotel facilities were good ,1
 The buffet breakfast was had evrything in hand was well catered for has nothing went empty even the orange juice was well topped as i was drinking faster than water I was also offered veg sausages which was a surprise very tasty When i checked abit on the 1st night at 1am staff were helpful in giving a short car park space to allow my sleeping kids out of the car into my room my buggy luggage were taken up to the room after a speedy check in service allowing me to then go find my booked car park at briannia Also prehand i was emailed the room might not be big enough for my kids allowing me to find a quick cheap upgrade to a bigger room my other questions were answered just as quickly I told the hotel it my 10th anniversery in my extra comments when booking so staff can congtraulate my wife when we checked in or maybe at later stage they did one better by leaving a nice surprise im hotel room with a nice bottle of wine some fancy luxury popcorn strawberry cream flav for her belgian choc for me Very nice But we dont dont drink alchol but i was well impressed with the thought effort put in the welcoming Top marks Also on the 1st moring when we were planning our day out on sat moring on our way we forgot about the fresh milk to give to my 2 year daughter but the lady bartender saved the day in helping getting us some warm milk With no charge Thanks ,1
 Location is good but not there is no parking or taxis to stop near the hotels,1
 The hotel is very close to Waterloo station London Eye Shrek Adventures Sea Life Aquarium and other important Points of Interest we planned to visit ,1
 The location was terrific and close to everything we needed with young children The room itself was a good size and offered space for everyone to sleep comfortably ,1
 The bed was comfy and the room was great ,1
 Good location,1
 The location was key close to the London Eye a block away and half a block to WESTMINISTER Bridge where you can walk across to Big Ben You can also catch all the tour buses there which for seeing London are a good bang for your pound ,1
 Did not have breakfast room perfect for 3 of us with sink microwave nespresso machine fridge kettle Would definitely stay again ,1
 Friendly helpful staff great location for westminister and Waterloo Quiet hotel no unnecessary noise from outside or other rooms Good selection for breakfast 2 pillows per person ,1
 Wee were invited to upgrade to a suite for an extra 25 per night and it was a good recommendation The restaurant was excellent quality and not too expensive ,1
 The location was amazing We weren t too sure how far it would be away from everything considering it was over the river Not at all superior location and only a 5 min walk over the bridge Amazing hotel for families They are extremely accommodating to kids ,1
 Staff was very friendly and helpful throughout the day and night Very close to the London Eye ,1
 The hotel is in an excellent position plenty to see do right on the doorstep Great choice at breakfast the staff were helpful ,1
 Lovely beds quiet rooms Attentive staff,1
 I honestly couldn t have asked for a a nicer place to stay for my birthday with my partner the view was amazing and the rooms where lovely As soon as we walked through the door we where greeted by very helpful friendly staff Thank you so much you made my birthday extra special ,1
 Very clean hotel in a central location Breakfast was included in price and was decent Rooms were quiet and each had a fridge available ,1
 helpful reception staff,1
 Everybody we talked with was very gracious and hospitable The guest laundry was a very useful surprise The fitness room was exceptionally equipped for London hotel standards,1
 Location great size of room for 4 of us great separated lounge and bedroom and small kitchen area great for a family ,1
 Very friendly reception staff Good range of food available at breakfast and of high quality ,1
 Great location for all sites in London and very family friendly Kids loved the hotel money to spend on ice creams and drinks ,1
 We loved the location and the breakfast ,1
 The lovely letter left by the lady cleaning our room giving her number if we needed anything Cocktail bar staff were amazing Walking distance to centre of London Security was excellent as all visitors to bar were asked to show a card confirming they were guests before gaining entry ,1
 Location room and staff Better facilities the a premier inn and well apportioned rooms ,1
 The beds were comfy Facilities in the room were good Room service was excellent very delicious and quick Central location ,1
 Big rooms super facilities two tvs espresso machine cups and dishes with splendid soft bed and comfortable bathroom Highly recommended for families with kids Great location near tube bus stops museums London eye ,1
 Clean friendly and a high standard in the room Bed was very comfy food tasted great even the buffet breakfast ,1
 Excellent location we liked the kindness of the staff,1
 A really lovely hotel close to the London Eye Room facilities were excellent and loved the fsmily room layout with beds on either side of the room and small kitchen with tea making facilties sink and micro perfect if travelling with a baby etc Iron and board was brilliant extra too Loved the mini fridge Bed was king size and very comfy We were located on the road side of the hotel but didn t hear a any traffic noise Overall a lovely hotel with nice helpfull staff and would recommend a stay here to anyone,1
 Absolutely brilliant Lovely staff Goodie bags with monopoly type mony for kids to get a drink or ice cream Great breakfast buffet Delicious dinner Very central ,1
 Location,1
 Facilities were great my room was great value for money and the restaurant was great ,1
 Nice big room breakfast was OK great location,1
 Convenient location good staff and family friendly,1
 Very quiet room with superb view over Waterloo and the city especially at night ,1
 Overall had a great experience Room was lovely and we had a great view The staff were helpful and my husband had a few surprises in the room for his birthday Made our London trip extra special Thanks x,1
 I loved it all It was very clean and very well taken care of The staff was so nice and helpful Amazing The location was PERFECT and near everything ,1
 A super location just few minutes from the London Eye Houses of Parliament and restaurants along the South Bank The Reception staff were very helpful and friendly We also enjoyed a very nice meal in the hotels italian restaurant excellent service from our waiter This was a visit for friends jointly celebrating 50th birthdays the birthday balloons and wine were a very thoughtful touch we had a great weekend and will definitely visit again ,1
 The room was perfect on the10th floor with great views of the London Eye and Big Ben the bed was really really comfortable and the room very quite Great location for walking to to sights and especially South Bank ,1
 Loved our comfy beds All staff were so great with my children very family friendly Great food we really enjoyed our stay and would love to come back,1
 Amazing location We didn t pay extra to face the London Eye but were given a room on that side of the hotel The gym had everything we needed too ,1
 Loved being so close to south bank and to Waterloo station and that the room was spacious and very good value for money for a family of four And loved the nespresso machine in the room ,1
 Each member of staff we met were lovely very helpful and accommodating Our visit to their beauty rooms was very enjoyable and we were very well looked after ,1
 Attention to children and nothing is too difficult for staff ,1
